facility_id,obligor_name,obligor_rating,balance,origination_date,maturity_date,reporting_date,lob,industry,free_cash_flow,fixed_charge_coverage,cash_flow_leverage,liquidity,profitability,growth,sir,cre_property_type,msa,noi,property_value,dscr,ltv
F0156_01,Corporation Tech Partners,5,14422658.82,2023-02-27,2025-04-23,2023-06-30,CRE,,,,,,,,,Mixed Use,Houston,1319878.62,17722066.38,2.38,81.38
F0156_01,Corporation Tech Partners,5,14154877.32,2023-02-27,2025-04-23,2023-09-30,CRE,,,,,,,,,Mixed Use,Houston,1401498.72,17670875.56,2.22,80.1
F0156_01,Corporation Tech Partners,5,16370093.84,2023-02-27,2025-04-23,2023-12-31,CRE,,,,,,,,,Mixed Use,Houston,1371103.92,18409668.22,2.37,88.92
F0156_01,Corporation Tech Partners,5,13964080.62,2023-02-27,2025-04-23,2024-03-31,CRE,,,,,,,,,Mixed Use,Houston,1320029.0,17736224.22,2.34,78.73
F0156_01,Corporation Tech Partners,5,12001970.31,2023-02-27,2025-04-23,2024-06-30,CRE,,,,,,,,,Mixed Use,Houston,1444636.23,17328974.29,2.01,69.26
F0156_01,Corporation Tech Partners,5,13764328.48,2023-02-27,2025-04-23,2024-09-30,CRE,,,,,,,,,Mixed Use,Houston,1345274.98,18864105.27,2.24,72.97
F0156_01,Corporation Tech Partners,5,13685559.82,2023-02-27,2025-04-23,2024-12-31,CRE,,,,,,,,,Mixed Use,Houston,1361267.84,16786148.43,2.16,81.53
F0156_01,Corporation Tech Partners,5,13151678.47,2023-02-27,2025-04-23,2025-03-31,CRE,,,,,,,,,Mixed Use,Houston,1118502.18,16387074.23,2.43,80.26
F0156_01,Corporation Tech Partners,4,13989123.51,2023-02-27,2025-04-23,2025-06-30,CRE,,,,,,,,,Mixed Use,Houston,1341649.21,19131676.05,2.09,73.12
F0156_01,Corporation Tech Partners,3,12625005.68,2023-02-27,2025-04-23,2025-09-30,CRE,,,,,,,,,Mixed Use,Houston,1233563.47,18153932.47,2.13,69.54
F0156_02,Corporation Tech Partners,9,10994101.42,2023-02-02,2025-04-17,2023-03-31,CRE,,,,,,,,,Mixed Use,Houston,1924410.81,21725290.94,2.24,50.61
F0156_02,Corporation Tech Partners,9,8509416.1,2023-02-02,2025-04-17,2023-06-30,CRE,,,,,,,,,Mixed Use,Houston,1850480.84,21988540.85,2.59,38.7
F0156_02,Corporation Tech Partners,9,8701590.75,2023-02-02,2025-04-17,2023-09-30,CRE,,,,,,,,,Mixed Use,Houston,2121602.58,21720507.89,1.96,40.06
F0156_02,Corporation Tech Partners,9,9847684.36,2023-02-02,2025-04-17,2023-12-31,CRE,,,,,,,,,Mixed Use,Houston,1857298.7,21756615.33,2.1,45.26
F0156_02,Corporation Tech Partners,9,8437847.12,2023-02-02,2025-04-17,2024-03-31,CRE,,,,,,,,,Mixed Use,Houston,1413158.55,22514258.02,2.08,37.48
F0156_02,Corporation Tech Partners,8,9362946.19,2023-02-02,2025-04-17,2024-06-30,CRE,,,,,,,,,Mixed Use,Houston,1778779.73,21218662.82,2.47,44.13
F0156_02,Corporation Tech Partners,7,9528547.05,2023-02-02,2025-04-17,2024-09-30,CRE,,,,,,,,,Mixed Use,Houston,1725207.15,22917156.62,1.91,41.58
F0156_02,Corporation Tech Partners,7,8682889.46,2023-02-02,2025-04-17,2024-12-31,CRE,,,,,,,,,Mixed Use,Houston,1969229.92,22420264.69,2.38,38.73
F0156_02,Corporation Tech Partners,7,6902875.06,2023-02-02,2025-04-17,2025-03-31,CRE,,,,,,,,,Mixed Use,Houston,1977348.36,21132587.73,2.14,32.66
F0156_02,Corporation Tech Partners,7,9355251.85,2023-02-02,2025-04-17,2025-06-30,CRE,,,,,,,,,Mixed Use,Houston,1834927.25,22807737.22,2.0,41.02
F0156_02,Corporation Tech Partners,9,9227358.08,2023-02-02,2025-04-17,2025-09-30,CRE,,,,,,,,,Mixed Use,Houston,1809417.14,22786961.11,1.8,40.49
F0157_01,Advanced Corp International,11,18232818.6,2022-09-20,2028-01-14,2022-09-30,CRE,,,,,,,,,Mixed Use,San Antonio,2662114.3,37626004.67,1.64,48.46
F0157_01,Advanced Corp International,11,18811132.24,2022-09-20,2028-01-14,2022-12-31,CRE,,,,,,,,,Mixed Use,San Antonio,2878998.01,37495122.69,1.97,50.17
F0157_01,Advanced Corp International,11,17888336.56,2022-09-20,2028-01-14,2023-03-31,CRE,,,,,,,,,Mixed Use,San Antonio,2423424.81,39881983.59,2.25,44.85
F0157_01,Advanced Corp International,10,17159768.82,2022-09-20,2028-01-14,2023-06-30,CRE,,,,,,,,,Mixed Use,San Antonio,2848034.2,37120925.72,1.79,46.23
F0157_01,Advanced Corp International,10,18402368.1,2022-09-20,2028-01-14,2023-09-30,CRE,,,,,,,,,Mixed Use,San Antonio,3320612.42,35458448.12,1.72,51.9
F0157_01,Advanced Corp International,10,17095280.31,2022-09-20,2028-01-14,2023-12-31,CRE,,,,,,,,,Mixed Use,San Antonio,2960063.19,37633665.33,1.61,45.43
F0157_01,Advanced Corp International,10,19994044.07,2022-09-20,2028-01-14,2024-03-31,CRE,,,,,,,,,Mixed Use,San Antonio,3228794.25,37247351.67,1.85,53.68
F0157_01,Advanced Corp International,10,20998829.46,2022-09-20,2028-01-14,2024-06-30,CRE,,,,,,,,,Mixed Use,San Antonio,2954035.05,43659187.41,1.98,48.1
F0157_01,Advanced Corp International,11,19062513.18,2022-09-20,2028-01-14,2024-09-30,CRE,,,,,,,,,Mixed Use,San Antonio,2585211.02,37962840.64,1.57,50.21
F0157_01,Advanced Corp International,11,22747137.58,2022-09-20,2028-01-14,2024-12-31,CRE,,,,,,,,,Mixed Use,San Antonio,2694480.9,39333808.09,1.6,57.83
F0157_01,Advanced Corp International,11,22246264.64,2022-09-20,2028-01-14,2025-03-31,CRE,,,,,,,,,Mixed Use,San Antonio,2764665.05,38858120.56,1.67,57.25
F0157_01,Advanced Corp International,11,19369806.15,2022-09-20,2028-01-14,2025-06-30,CRE,,,,,,,,,Mixed Use,San Antonio,3111427.08,37401059.4,1.57,51.79
F0157_01,Advanced Corp International,11,17979019.39,2022-09-20,2028-01-14,2025-09-30,CRE,,,,,,,,,Mixed Use,San Antonio,2858740.32,38421758.44,2.45,46.79
F0158_01,Strategic Industries Inc,9,7895853.36,2020-11-04,2026-03-09,2020-12-31,CRE,,,,,,,,,Office,Houston,948957.18,9719740.98,1.61,81.24
F0158_01,Strategic Industries Inc,8,6853958.27,2020-11-04,2026-03-09,2021-03-31,CRE,,,,,,,,,Office,Houston,870626.63,9031123.42,1.38,75.89
F0158_01,Strategic Industries Inc,7,7090447.85,2020-11-04,2026-03-09,2021-06-30,CRE,,,,,,,,,Office,Houston,795053.86,10323101.07,1.51,68.69
F0158_01,Strategic Industries Inc,6,7710420.59,2020-11-04,2026-03-09,2021-09-30,CRE,,,,,,,,,Office,Houston,799266.45,10275942.59,1.25,75.03
F0158_01,Strategic Industries Inc,6,7145049.86,2020-11-04,2026-03-09,2021-12-31,CRE,,,,,,,,,Office,Houston,775545.49,9978632.43,1.56,71.6
F0158_01,Strategic Industries Inc,6,6975528.56,2020-11-04,2026-03-09,2022-03-31,CRE,,,,,,,,,Office,Houston,766733.27,8981920.46,1.79,77.66
F0158_01,Strategic Industries Inc,4,7434499.27,2020-11-04,2026-03-09,2022-06-30,CRE,,,,,,,,,Office,Houston,732987.63,9086141.69,1.33,81.82
F0158_01,Strategic Industries Inc,5,6916035.45,2020-11-04,2026-03-09,2022-09-30,CRE,,,,,,,,,Office,Houston,831064.3,10002299.14,1.76,69.14
F0158_01,Strategic Industries Inc,5,5937266.59,2020-11-04,2026-03-09,2022-12-31,CRE,,,,,,,,,Office,Houston,798392.44,8998049.29,1.88,65.98
F0158_01,Strategic Industries Inc,5,6698563.11,2020-11-04,2026-03-09,2023-03-31,CRE,,,,,,,,,Office,Houston,856375.47,10099464.5,1.45,66.33
F0158_01,Strategic Industries Inc,5,5774056.49,2020-11-04,2026-03-09,2023-06-30,CRE,,,,,,,,,Office,Houston,911583.06,10293679.75,1.58,56.09
F0158_01,Strategic Industries Inc,4,6322701.84,2020-11-04,2026-03-09,2023-09-30,CRE,,,,,,,,,Office,Houston,850284.61,9512349.69,1.51,66.47
F0158_01,Strategic Industries Inc,3,6826930.21,2020-11-04,2026-03-09,2023-12-31,CRE,,,,,,,,,Office,Houston,804451.31,8591001.38,1.87,79.47
F0158_01,Strategic Industries Inc,3,7368981.18,2020-11-04,2026-03-09,2024-03-31,CRE,,,,,,,,,Office,Houston,868475.51,9873418.65,1.55,74.63
F0158_01,Strategic Industries Inc,3,6472062.13,2020-11-04,2026-03-09,2024-06-30,CRE,,,,,,,,,Office,Houston,747166.44,10239021.04,1.56,63.21
F0158_01,Strategic Industries Inc,3,7711752.1,2020-11-04,2026-03-09,2024-09-30,CRE,,,,,,,,,Office,Houston,866397.5,9570840.75,1.48,80.58
F0158_01,Strategic Industries Inc,2,7140158.46,2020-11-04,2026-03-09,2024-12-31,CRE,,,,,,,,,Office,Houston,778241.49,8958855.4,1.93,79.7
F0158_01,Strategic Industries Inc,2,6940227.96,2020-11-04,2026-03-09,2025-03-31,CRE,,,,,,,,,Office,Houston,893301.27,9724387.02,1.62,71.37
F0158_01,Strategic Industries Inc,2,7596268.59,2020-11-04,2026-03-09,2025-06-30,CRE,,,,,,,,,Office,Houston,854334.61,10003579.43,1.43,75.94
F0158_01,Strategic Industries Inc,2,6813631.63,2020-11-04,2026-03-09,2025-09-30,CRE,,,,,,,,,Office,Houston,782634.54,9055911.34,1.75,75.24
F0158_02,Strategic Industries Inc,11,6035050.44,2023-04-25,2028-09-02,2023-06-30,CRE,,,,,,,,,Office,Houston,1217105.8,14013638.47,0.88,43.07
F0158_02,Strategic Industries Inc,11,7178773.73,2023-04-25,2028-09-02,2023-09-30,CRE,,,,,,,,,Office,Houston,1205482.66,15442268.34,1.12,46.49
F0158_02,Strategic Industries Inc,11,6758195.42,2023-04-25,2028-09-02,2023-12-31,CRE,,,,,,,,,Office,Houston,1094482.21,15154754.72,1.25,44.59
F0158_02,Strategic Industries Inc,12,6420187.42,2023-04-25,2028-09-02,2024-03-31,CRE,,,,,,,,,Office,Houston,1115406.46,13751223.81,0.91,46.69
F0158_02,Strategic Industries Inc,12,7472055.07,2023-04-25,2028-09-02,2024-06-30,CRE,,,,,,,,,Office,Houston,1229976.36,14285816.2,1.13,52.3
F0158_02,Strategic Industries Inc,12,6524556.03,2023-04-25,2028-09-02,2024-09-30,CRE,,,,,,,,,Office,Houston,1071046.53,16235576.11,1.3,40.19
F0158_02,Strategic Industries Inc,12,8451689.28,2023-04-25,2028-09-02,2024-12-31,CRE,,,,,,,,,Office,Houston,1205401.02,14810899.75,1.3,57.06
F0158_02,Strategic Industries Inc,13,7196202.57,2023-04-25,2028-09-02,2025-03-31,CRE,,,,,,,,,Office,Houston,1161500.78,14626100.1,0.92,49.2
F0158_02,Strategic Industries Inc,12,7510530.98,2023-04-25,2028-09-02,2025-06-30,CRE,,,,,,,,,Office,Houston,1158178.08,15769376.55,1.3,47.63
F0158_02,Strategic Industries Inc,12,7834150.24,2023-04-25,2028-09-02,2025-09-30,CRE,,,,,,,,,Office,Houston,1338462.63,14732464.17,0.93,53.18
F0158_03,Strategic Industries Inc,11,12335622.08,2021-08-12,2025-02-18,2021-09-30,CRE,,,,,,,,,Office,Houston,1184540.0,20741162.43,2.48,59.47
F0158_03,Strategic Industries Inc,11,13724975.27,2021-08-12,2025-02-18,2021-12-31,CRE,,,,,,,,,Office,Houston,1260973.96,22382416.62,2.38,61.32
F0158_03,Strategic Industries Inc,11,11166159.23,2021-08-12,2025-02-18,2022-03-31,CRE,,,,,,,,,Office,Houston,1191982.36,19421001.11,2.72,57.5
F0158_03,Strategic Industries Inc,11,14886328.71,2021-08-12,2025-02-18,2022-06-30,CRE,,,,,,,,,Office,Houston,1239341.01,20146291.31,2.03,73.89
F0158_03,Strategic Industries Inc,11,12944111.47,2021-08-12,2025-02-18,2022-09-30,CRE,,,,,,,,,Office,Houston,1262390.35,21545503.62,2.12,60.08
F0158_03,Strategic Industries Inc,11,14566360.83,2021-08-12,2025-02-18,2022-12-31,CRE,,,,,,,,,Office,Houston,1370708.22,18923377.19,2.54,76.98
F0158_03,Strategic Industries Inc,11,10653451.08,2021-08-12,2025-02-18,2023-03-31,CRE,,,,,,,,,Office,Houston,1285914.57,20359552.98,2.61,52.33
F0158_03,Strategic Industries Inc,11,11935682.12,2021-08-12,2025-02-18,2023-06-30,CRE,,,,,,,,,Office,Houston,1355455.49,19710335.2,1.93,60.56
F0158_03,Strategic Industries Inc,11,12666502.81,2021-08-12,2025-02-18,2023-09-30,CRE,,,,,,,,,Office,Houston,1421689.62,21589481.82,2.61,58.67
F0158_03,Strategic Industries Inc,11,11151005.3,2021-08-12,2025-02-18,2023-12-31,CRE,,,,,,,,,Office,Houston,1333389.55,22312929.74,2.75,49.98
F0158_03,Strategic Industries Inc,11,11838832.97,2021-08-12,2025-02-18,2024-03-31,CRE,,,,,,,,,Office,Houston,1180048.92,20953005.04,2.44,56.5
F0158_03,Strategic Industries Inc,11,14048234.54,2021-08-12,2025-02-18,2024-06-30,CRE,,,,,,,,,Office,Houston,1217485.78,20609157.98,2.16,68.17
F0158_03,Strategic Industries Inc,11,13868219.02,2021-08-12,2025-02-18,2024-09-30,CRE,,,,,,,,,Office,Houston,1110144.98,21099502.06,2.06,65.73
F0158_03,Strategic Industries Inc,11,14720269.08,2021-08-12,2025-02-18,2024-12-31,CRE,,,,,,,,,Office,Houston,1253409.45,21312149.66,2.29,69.07
F0158_03,Strategic Industries Inc,11,10080551.29,2021-08-12,2025-02-18,2025-03-31,CRE,,,,,,,,,Office,Houston,1174291.96,20914693.96,2.39,48.2
F0158_03,Strategic Industries Inc,12,15109858.89,2021-08-12,2025-02-18,2025-06-30,CRE,,,,,,,,,Office,Houston,1159292.48,21151811.62,2.38,71.44
F0158_03,Strategic Industries Inc,13,14065573.7,2021-08-12,2025-02-18,2025-09-30,CRE,,,,,,,,,Office,Houston,1290352.9,21538312.66,2.36,65.3
F0159_01,Professional Industries Enterprises,12,6794136.97,2021-11-25,2024-05-28,2021-12-31,CRE,,,,,,,,,Office,Houston,925656.38,13033977.66,2.29,52.13
F0159_01,Professional Industries Enterprises,15,6707192.03,2021-11-25,2024-05-28,2022-03-31,CRE,,,,,,,,,Office,Houston,891485.52,12176460.1,2.67,55.08
F0159_01,Professional Industries Enterprises,14,5967762.01,2021-11-25,2024-05-28,2022-06-30,CRE,,,,,,,,,Office,Houston,943140.22,13292683.39,2.41,44.9
F0159_01,Professional Industries Enterprises,16,7297648.37,2021-11-25,2024-05-28,2022-09-30,CRE,,,,,,,,,Office,Houston,954776.07,12973557.22,2.36,56.25
F0159_01,Professional Industries Enterprises,16,5695520.15,2021-11-25,2024-05-28,2022-12-31,CRE,,,,,,,,,Office,Houston,937157.55,12485472.52,2.38,45.62
F0159_01,Professional Industries Enterprises,16,6695587.39,2021-11-25,2024-05-28,2023-03-31,CRE,,,,,,,,,Office,Houston,908742.15,12470486.37,2.27,53.69
F0159_01,Professional Industries Enterprises,16,5295779.87,2021-11-25,2024-05-28,2023-06-30,CRE,,,,,,,,,Office,Houston,881071.83,13168074.55,1.85,40.22
F0159_01,Professional Industries Enterprises,16,6325864.38,2021-11-25,2024-05-28,2023-09-30,CRE,,,,,,,,,Office,Houston,886880.82,13298871.33,2.3,47.57
F0159_01,Professional Industries Enterprises,16,6317789.48,2021-11-25,2024-05-28,2023-12-31,CRE,,,,,,,,,Office,Houston,915751.57,13407436.34,2.17,47.12
F0159_01,Professional Industries Enterprises,16,6266495.52,2021-11-25,2024-05-28,2024-03-31,CRE,,,,,,,,,Office,Houston,944345.74,12396398.29,2.21,50.55
F0159_01,Professional Industries Enterprises,16,6610306.75,2021-11-25,2024-05-28,2024-06-30,CRE,,,,,,,,,Office,Houston,866198.38,12449880.35,2.28,53.1
F0159_01,Professional Industries Enterprises,16,6285635.01,2021-11-25,2024-05-28,2024-09-30,CRE,,,,,,,,,Office,Houston,912693.19,12688047.08,2.25,49.54
F0159_01,Professional Industries Enterprises,16,7144632.3,2021-11-25,2024-05-28,2024-12-31,CRE,,,,,,,,,Office,Houston,867085.99,12272493.76,1.96,58.22
F0159_01,Professional Industries Enterprises,16,7433645.7,2021-11-25,2024-05-28,2025-03-31,CRE,,,,,,,,,Office,Houston,802393.15,13085959.67,1.99,56.81
F0159_01,Professional Industries Enterprises,15,7512881.75,2021-11-25,2024-05-28,2025-06-30,CRE,,,,,,,,,Office,Houston,826667.6,14450322.2,2.28,51.99
F0159_01,Professional Industries Enterprises,15,6492383.05,2021-11-25,2024-05-28,2025-09-30,CRE,,,,,,,,,Office,Houston,862381.07,12994485.91,2.29,49.96
F0159_02,Professional Industries Enterprises,10,4198708.4,2023-10-19,2027-04-06,2023-12-31,CRE,,,,,,,,,Office,Houston,567287.11,7536247.43,1.95,55.71
F0159_02,Professional Industries Enterprises,10,4591605.93,2023-10-19,2027-04-06,2024-03-31,CRE,,,,,,,,,Office,Houston,618932.83,7683351.9,1.58,59.76
F0159_02,Professional Industries Enterprises,10,3435657.11,2023-10-19,2027-04-06,2024-06-30,CRE,,,,,,,,,Office,Houston,670124.37,7350205.41,2.36,46.74
F0159_02,Professional Industries Enterprises,10,4474821.52,2023-10-19,2027-04-06,2024-09-30,CRE,,,,,,,,,Office,Houston,581174.64,7618320.41,1.87,58.74
F0159_02,Professional Industries Enterprises,10,4504149.94,2023-10-19,2027-04-06,2024-12-31,CRE,,,,,,,,,Office,Houston,676338.55,7489031.93,1.79,60.14
F0159_02,Professional Industries Enterprises,10,4610737.29,2023-10-19,2027-04-06,2025-03-31,CRE,,,,,,,,,Office,Houston,591758.77,6709950.97,1.61,68.71
F0159_02,Professional Industries Enterprises,9,4190626.75,2023-10-19,2027-04-06,2025-06-30,CRE,,,,,,,,,Office,Houston,558223.04,7581996.04,1.91,55.27
F0159_02,Professional Industries Enterprises,9,3743160.66,2023-10-19,2027-04-06,2025-09-30,CRE,,,,,,,,,Office,Houston,581653.75,7031773.79,1.82,53.23
F0160_01,Corporation Corp Inc,9,8558498.74,2021-03-01,2023-06-10,2021-03-31,CRE,,,,,,,,,Industrial,Chicago,1034996.17,14662700.51,1.25,58.37
F0160_01,Corporation Corp Inc,9,7607070.3,2021-03-01,2023-06-10,2021-06-30,CRE,,,,,,,,,Industrial,Chicago,1054835.96,14195847.34,0.93,53.59
F0160_01,Corporation Corp Inc,9,7693498.11,2021-03-01,2023-06-10,2021-09-30,CRE,,,,,,,,,Industrial,Chicago,1069795.81,14613641.87,1.19,52.65
F0160_01,Corporation Corp Inc,9,7950642.46,2021-03-01,2023-06-10,2021-12-31,CRE,,,,,,,,,Industrial,Chicago,1022944.76,14160220.67,1.25,56.15
F0160_01,Corporation Corp Inc,9,8119967.7,2021-03-01,2023-06-10,2022-03-31,CRE,,,,,,,,,Industrial,Chicago,870224.7,14748650.66,0.98,55.06
F0160_01,Corporation Corp Inc,11,8710576.18,2021-03-01,2023-06-10,2022-06-30,CRE,,,,,,,,,Industrial,Chicago,1192067.17,14510779.62,1.06,60.03
F0160_01,Corporation Corp Inc,11,9758298.34,2021-03-01,2023-06-10,2022-09-30,CRE,,,,,,,,,Industrial,Chicago,1051405.33,14170474.97,1.05,68.86
F0160_01,Corporation Corp Inc,11,9425132.84,2021-03-01,2023-06-10,2022-12-31,CRE,,,,,,,,,Industrial,Chicago,1102306.79,12832060.37,1.06,73.45
F0160_01,Corporation Corp Inc,10,7373168.46,2021-03-01,2023-06-10,2023-03-31,CRE,,,,,,,,,Industrial,Chicago,873387.75,15364263.8,0.87,47.99
F0160_01,Corporation Corp Inc,10,8763448.13,2021-03-01,2023-06-10,2023-06-30,CRE,,,,,,,,,Industrial,Chicago,1029280.06,15128465.91,1.35,57.93
F0160_01,Corporation Corp Inc,10,8167919.97,2021-03-01,2023-06-10,2023-09-30,CRE,,,,,,,,,Industrial,Chicago,929884.65,13951824.39,1.28,58.54
F0160_01,Corporation Corp Inc,10,8975191.29,2021-03-01,2023-06-10,2023-12-31,CRE,,,,,,,,,Industrial,Chicago,959768.85,14858935.49,1.09,60.4
F0160_01,Corporation Corp Inc,10,7881211.71,2021-03-01,2023-06-10,2024-03-31,CRE,,,,,,,,,Industrial,Chicago,941907.3,13536222.8,1.04,58.22
F0160_01,Corporation Corp Inc,11,10113440.85,2021-03-01,2023-06-10,2024-06-30,CRE,,,,,,,,,Industrial,Chicago,1020476.36,13696088.8,1.36,73.84
F0160_01,Corporation Corp Inc,12,9711229.51,2021-03-01,2023-06-10,2024-09-30,CRE,,,,,,,,,Industrial,Chicago,954684.63,15319836.7,0.94,63.39
F0160_01,Corporation Corp Inc,12,9165754.09,2021-03-01,2023-06-10,2024-12-31,CRE,,,,,,,,,Industrial,Chicago,993530.64,14424479.58,1.09,63.54
F0160_01,Corporation Corp Inc,10,9442719.92,2021-03-01,2023-06-10,2025-03-31,CRE,,,,,,,,,Industrial,Chicago,1117385.25,14760176.14,1.19,63.97
F0160_01,Corporation Corp Inc,9,8992019.98,2021-03-01,2023-06-10,2025-06-30,CRE,,,,,,,,,Industrial,Chicago,948451.23,14729413.43,1.44,61.05
F0160_01,Corporation Corp Inc,9,8820126.27,2021-03-01,2023-06-10,2025-09-30,CRE,,,,,,,,,Industrial,Chicago,1040550.93,12882057.85,1.18,68.47
F0160_02,Corporation Corp Inc,8,21234994.85,2023-11-04,2029-07-07,2023-12-31,CRE,,,,,,,,,Industrial,Chicago,3065336.38,35298071.33,2.14,60.16
F0160_02,Corporation Corp Inc,8,19384405.17,2023-11-04,2029-07-07,2024-03-31,CRE,,,,,,,,,Industrial,Chicago,2888790.91,37180293.31,2.07,52.14
F0160_02,Corporation Corp Inc,8,22549349.66,2023-11-04,2029-07-07,2024-06-30,CRE,,,,,,,,,Industrial,Chicago,3076613.94,35295828.42,2.28,63.89
F0160_02,Corporation Corp Inc,8,21378469.32,2023-11-04,2029-07-07,2024-09-30,CRE,,,,,,,,,Industrial,Chicago,3212771.5,35293424.06,2.26,60.57
F0160_02,Corporation Corp Inc,8,18866910.41,2023-11-04,2029-07-07,2024-12-31,CRE,,,,,,,,,Industrial,Chicago,3605490.96,34975766.81,2.28,53.94
F0160_02,Corporation Corp Inc,8,18542015.93,2023-11-04,2029-07-07,2025-03-31,CRE,,,,,,,,,Industrial,Chicago,3418961.85,34270142.87,2.35,54.11
F0160_02,Corporation Corp Inc,8,18620661.13,2023-11-04,2029-07-07,2025-06-30,CRE,,,,,,,,,Industrial,Chicago,3410584.04,33881510.08,2.13,54.96
F0160_02,Corporation Corp Inc,8,19507837.08,2023-11-04,2029-07-07,2025-09-30,CRE,,,,,,,,,Industrial,Chicago,3080647.18,33796020.03,2.12,57.72
F0160_03,Corporation Corp Inc,10,3353369.01,2023-06-08,2029-01-13,2023-06-30,CRE,,,,,,,,,Industrial,Chicago,398435.46,6355137.91,2.36,52.77
F0160_03,Corporation Corp Inc,10,3485479.2,2023-06-08,2029-01-13,2023-09-30,CRE,,,,,,,,,Industrial,Chicago,425728.97,6098568.55,2.28,57.15
F0160_03,Corporation Corp Inc,11,3973982.57,2023-06-08,2029-01-13,2023-12-31,CRE,,,,,,,,,Industrial,Chicago,398857.35,5472662.85,2.62,72.62
F0160_03,Corporation Corp Inc,11,3236708.76,2023-06-08,2029-01-13,2024-03-31,CRE,,,,,,,,,Industrial,Chicago,396206.31,6516831.65,2.35,49.67
F0160_03,Corporation Corp Inc,11,3587991.66,2023-06-08,2029-01-13,2024-06-30,CRE,,,,,,,,,Industrial,Chicago,403248.91,6012531.8,2.49,59.68
F0160_03,Corporation Corp Inc,11,3126975.65,2023-06-08,2029-01-13,2024-09-30,CRE,,,,,,,,,Industrial,Chicago,418198.91,6721927.51,2.49,46.52
F0160_03,Corporation Corp Inc,11,3722318.78,2023-06-08,2029-01-13,2024-12-31,CRE,,,,,,,,,Industrial,Chicago,400854.05,6289054.29,2.26,59.19
F0160_03,Corporation Corp Inc,11,3587131.3,2023-06-08,2029-01-13,2025-03-31,CRE,,,,,,,,,Industrial,Chicago,466519.98,6199703.24,2.31,57.86
F0160_03,Corporation Corp Inc,12,3866368.28,2023-06-08,2029-01-13,2025-06-30,CRE,,,,,,,,,Industrial,Chicago,400774.63,6150434.82,2.64,62.86
F0160_03,Corporation Corp Inc,11,3680781.92,2023-06-08,2029-01-13,2025-09-30,CRE,,,,,,,,,Industrial,Chicago,427629.17,6569449.48,2.53,56.03
F0161_01,Partners Corp Company,10,7638687.13,2023-06-26,2025-09-29,2023-06-30,CRE,,,,,,,,,Industrial,Austin,1059931.91,12754474.51,1.3,59.89
F0161_01,Partners Corp Company,10,7180733.96,2023-06-26,2025-09-29,2023-09-30,CRE,,,,,,,,,Industrial,Austin,1044588.95,11714447.7,1.23,61.3
F0161_01,Partners Corp Company,10,7281392.71,2023-06-26,2025-09-29,2023-12-31,CRE,,,,,,,,,Industrial,Austin,989988.3,11967197.64,0.97,60.84
F0161_01,Partners Corp Company,11,8198215.67,2023-06-26,2025-09-29,2024-03-31,CRE,,,,,,,,,Industrial,Austin,870377.29,11926668.04,1.81,68.74
F0161_01,Partners Corp Company,11,8079669.94,2023-06-26,2025-09-29,2024-06-30,CRE,,,,,,,,,Industrial,Austin,1015919.1,11566382.05,1.09,69.85
F0161_01,Partners Corp Company,11,7909702.25,2023-06-26,2025-09-29,2024-09-30,CRE,,,,,,,,,Industrial,Austin,1114139.79,12477912.87,1.44,63.39
F0161_01,Partners Corp Company,11,7721847.52,2023-06-26,2025-09-29,2024-12-31,CRE,,,,,,,,,Industrial,Austin,1031548.18,12224631.3,1.05,63.17
F0161_01,Partners Corp Company,10,8703228.53,2023-06-26,2025-09-29,2025-03-31,CRE,,,,,,,,,Industrial,Austin,1014640.68,12350827.73,1.09,70.47
F0161_01,Partners Corp Company,10,8804226.9,2023-06-26,2025-09-29,2025-06-30,CRE,,,,,,,,,Industrial,Austin,1061795.85,11939077.47,1.42,73.74
F0161_01,Partners Corp Company,10,7799059.15,2023-06-26,2025-09-29,2025-09-30,CRE,,,,,,,,,Industrial,Austin,988513.29,12107523.32,1.54,64.41
F0161_02,Partners Corp Company,13,5280901.81,2023-01-28,2028-12-06,2023-03-31,CRE,,,,,,,,,Industrial,Austin,680682.97,7809533.39,2.32,67.62
F0161_02,Partners Corp Company,13,4912051.36,2023-01-28,2028-12-06,2023-06-30,CRE,,,,,,,,,Industrial,Austin,677451.1,8019275.39,2.22,61.25
F0161_02,Partners Corp Company,13,5238701.46,2023-01-28,2028-12-06,2023-09-30,CRE,,,,,,,,,Industrial,Austin,642984.4,7914642.62,2.59,66.19
F0161_02,Partners Corp Company,14,5263849.08,2023-01-28,2028-12-06,2023-12-31,CRE,,,,,,,,,Industrial,Austin,655353.08,7728188.43,2.25,68.11
F0161_02,Partners Corp Company,14,6004815.08,2023-01-28,2028-12-06,2024-03-31,CRE,,,,,,,,,Industrial,Austin,749369.91,8752842.92,2.34,68.6
F0161_02,Partners Corp Company,14,5983379.62,2023-01-28,2028-12-06,2024-06-30,CRE,,,,,,,,,Industrial,Austin,735701.75,7859249.25,2.51,76.13
F0161_02,Partners Corp Company,14,5022780.03,2023-01-28,2028-12-06,2024-09-30,CRE,,,,,,,,,Industrial,Austin,661810.69,7731077.41,2.01,64.97
F0161_02,Partners Corp Company,14,5998810.93,2023-01-28,2028-12-06,2024-12-31,CRE,,,,,,,,,Industrial,Austin,740204.95,8751594.15,2.3,68.55
F0161_02,Partners Corp Company,14,4917641.24,2023-01-28,2028-12-06,2025-03-31,CRE,,,,,,,,,Industrial,Austin,644444.99,8228240.38,2.33,59.77
